Time,Displacement,Force,Rotation,Torque
0,0.0002,-0.0002,-0.0072,-0.00042
0.02,0.0002,-0.0002,-0.0072,-0.00041
0.04,0.0002,-0.0002,-0.0072,-0.0004
0.06,0.0002,-0.0002,-0.0072,-0.00039
0.08,0.0002,-0.0002,-0.0072,-0.00041
0.1,0.0002,-0.0002,-0.0072,-0.00042
0.12,0.0002,-0.0002,-0.0072,-0.00044
0.14,0.0002,-0.0002,-0.0072,-0.00044
0.16,0.0002,-0.0002,-0.0069,-0.00045
0.18,0.0002,-0.0002,-0.0046,-0.00043
0.2,0.0002,-0.0002,0.0089,-0.00041
0.22,0.0002,-0.0002,0.0359,-0.0004
0.24,0.0002,-0.0002,0.0613,-0.0004
0.26,0.0002,-0.0002,0.0837,-0.00039
0.28,0.0002,-0.0002,0.1062,-0.00039
0.3,0.0002,-0.0002,0.1298,-0.00041
0.32,0.0002,-0.0002,0.1541,-0.00041
0.34,0.0002,-0.0002,0.1781,-0.00043
0.36,0.0002,-0.0002,0.2015,-0.00043
0.38,0.0002,-0.0002,0.224,-0.00042
0.4,0.0002,-0.0002,0.246,-0.00041
0.42,0.0002,-0.0002,0.2679,-0.00041
0.44,0.0002,-0.0002,0.2895,-0.00042
0.46,0.0002,-0.0002,0.3103,-0.0004
0.48,0.0002,-0.0002,0.3299,-0.0004
0.5,0.0002,-0.0002,0.3483,-0.00041
0.52,0.0002,-0.0002,0.3661,-0.00043
0.54,0.0002,-0.0002,0.3839,-0.00043
0.56,0.0002,-0.0002,0.4022,-0.00045
0.58,0.0002,-0.0002,0.4212,-0.00044
0.6,0.0002,-0.0002,0.4407,-0.00042
0.62,0.0002,-0.0002,0.4609,-0.0004
0.64,0.0002,-0.0002,0.4822,-0.00041
0.66,0.0002,-0.0002,0.5043,-0.00042
0.68,0.0002,-0.0002,0.5264,-0.00041
0.7,0.0002,-0.0002,0.5477,-0.00042
0.72,0.0002,-0.0002,0.5686,-0.00041
0.74,0.0002,-0.0002,0.5879,-0.0004
0.76,0.0002,-0.0002,0.605,-0.00037
0.78,0.0002,-0.0002,0.6223,-0.00013
0.8,0.0002,-0.0002,0.6428,0.00026
0.82,0.0002,-0.0002,0.6646,0.00052
0.84,0.0002,-0.0002,0.6852,0.00054
0.86,0.0002,-0.0002,0.7043,0.00049
0.88,0.0002,-0.0002,0.7225,0.00045
0.9,0.0002,-0.0002,0.7405,0.00043
0.92,0.0002,-0.0002,0.7588,0.00043
0.94,0.0002,-0.0002,0.7778,0.00042
0.96,0.0002,-0.0002,0.7971,0.00042
0.98,0.0002,-0.0002,0.8169,0.0004
1,0.0002,-0.0002,0.8371,0.00038
1.02,0.0002,-0.0002,0.8582,0.00038
1.04,0.0002,-0.0002,0.8805,0.00038
1.06,0.0002,-0.0002,0.9034,0.00036
1.08,0.0002,-0.0002,0.9253,0.00034
1.1,0.0002,-0.0002,0.9469,0.00033
1.12,0.0002,-0.0002,0.9682,0.00032
1.14,0.0002,-0.0002,0.9895,0.0003
1.16,0.0002,-0.0002,1.0108,0.00033
1.18,0.0002,-0.0002,1.0318,0.00034
1.2,0.0002,-0.0002,1.0526,0.00032
1.22,0.0002,-0.0002,1.072,0.00033
1.24,0.0002,-0.0002,1.0904,0.00032
1.26,0.0002,-0.0002,1.1077,0.00031
1.28,0.0002,-0.0002,1.1251,0.00031
1.3,0.0002,-0.0002,1.1437,0.00031
1.32,0.0002,-0.0002,1.1627,0.00029
1.34,0.0002,-0.0002,1.1818,0.00029
1.36,0.0002,-0.0002,1.2023,0.00031
1.38,0.0002,-0.0002,1.224,0.00032
1.4,0.0002,-0.0002,1.2459,0.00031
1.42,0.0002,-0.0002,1.2681,0.00032
1.44,0.0002,-0.0002,1.2906,0.00032
1.46,0.0002,-0.0002,1.313,0.00032
1.48,0.0002,-0.0002,1.3347,0.00029
1.5,0.0002,-0.0002,1.3554,0.00028
1.52,0.0002,-0.0002,1.3759,0.00027
1.54,0.0002,-0.0002,1.3966,0.00028
1.56,0.0002,-0.0002,1.4172,0.00028
1.58,0.0002,-0.0002,1.4373,0.00028
1.6,0.0002,-0.0002,1.4562,0.00028
1.62,0.0002,-0.0002,1.4739,0.00029
1.64,0.0002,-0.0002,1.4912,0.00028
1.66,0.0002,-0.0002,1.5085,0.00026
1.68,0.0002,-0.0002,1.526,0.00027
1.7,0.0002,-0.0002,1.5445,0.00027
1.72,0.0002,-0.0002,1.564,0.00027
1.74,0.0002,-0.0002,1.5839,0.00027
1.76,0.0002,-0.0002,1.6045,0.00026
1.78,0.0002,-0.0002,1.6259,0.00028
1.8,0.0002,-0.0002,1.6479,0.00028
1.82,0.0002,-0.0002,1.6704,0.00027
1.84,0.0002,-0.0002,1.6925,0.00025
1.86,0.0002,-0.0002,1.7133,0.00025
1.88,0.0002,-0.0002,1.7334,0.00025
1.9,0.0002,-0.0002,1.7541,0.00026
1.92,0.0002,-0.0002,1.7756,0.00027
1.94,0.0002,-0.0002,1.7964,0.00026
1.96,0.0002,-0.0002,1.8158,0.00025
1.98,0.0002,-0.0002,1.8338,0.00025
2,0.0002,-0.0002,1.8509,0.00024
2.02,0.0002,-0.0002,1.8681,0.00025
2.04,0.0002,-0.0002,1.886,0.00026
2.06,0.0002,-0.0002,1.9045,0.00026
2.08,0.0002,-0.0002,1.9234,0.00026
2.1,0.0002,-0.0002,1.9427,0.00026
2.12,0.0002,-0.0002,1.9624,0.00026
2.14,0.0002,-0.0002,1.9835,0.00025
2.16,0.0002,-0.0002,2.0063,0.00025
2.18,0.0002,-0.0002,2.0287,0.00026
2.2,0.0002,-0.0002,2.0508,0.00026
2.22,0.0002,-0.0002,2.0735,0.00026
2.24,0.0002,-0.0002,2.0952,0.00026
2.26,0.0002,-0.0002,2.1152,0.00026
2.28,0.0002,-0.0002,2.135,0.00026
2.3,0.0002,-0.0002,2.1554,0.00025
2.32,0.0002,-0.0002,2.1759,0.00025
2.34,0.0002,-0.0002,2.1956,0.00024
2.36,0.0002,-0.0002,2.2138,0.00024
2.38,0.0002,-0.0002,2.2313,0.00025
2.4,0.0002,-0.0002,2.2488,0.00025
2.42,0.0002,-0.0002,2.2665,0.00024
2.44,0.0002,-0.0002,2.2848,0.00024
2.46,0.0002,-0.0002,2.304,0.00025
2.48,0.0002,-0.0002,2.3234,0.00027
2.5,0.0002,-0.0002,2.3431,0.00026
2.52,0.0002,-0.0002,2.3638,0.00025
2.54,0.0002,-0.0002,2.3856,0.00025
2.56,0.0002,-0.0002,2.4078,0.00023
2.58,0.0002,-0.0002,2.4299,0.00024
2.6,0.0002,-0.0002,2.4516,0.00024
2.62,0.0002,-0.0002,2.4726,0.00025
2.64,0.0002,-0.0002,2.4931,0.00024
2.66,0.0002,-0.0002,2.5139,0.00022
2.68,0.0002,-0.0002,2.5347,0.00022
2.7,0.0002,-0.0002,2.5547,0.00023
2.72,0.0002,-0.0002,2.5738,0.00024
2.74,0.0002,-0.0002,2.5918,0.00024
2.76,0.0002,-0.0002,2.6093,0.00024
2.78,0.0002,-0.0002,2.6267,0.00025
2.8,0.0002,-0.0002,2.6443,0.00025
2.82,0.0002,-0.0002,2.6629,0.00024
2.84,0.0002,-0.0002,2.682,0.00025
2.86,0.0002,-0.0002,2.7014,0.00025
2.88,0.0002,-0.0002,2.7221,0.00024
2.9,0.0002,-0.0002,2.7441,0.00024
2.92,0.0002,-0.0002,2.7669,0.00025
2.94,0.0002,-0.0002,2.7898,0.00026
2.96,0.0002,-0.0002,2.8119,0.00027
2.98,0.0002,-0.0002,2.8336,0.00027
3,0.0002,-0.0002,2.855,0.00026
3.02,0.0002,-0.0002,2.8757,0.00026
3.04,0.0002,-0.0002,2.896,0.00027
3.06,0.0002,-0.0002,2.917,0.00025
3.08,0.0002,-0.0002,2.9376,0.00024
3.1,0.0002,-0.0002,2.9564,0.00023
3.12,0.0002,-0.0002,2.9737,0.00024
3.14,0.0002,-0.0002,2.9908,0.00024
3.16,0.0002,-0.0002,3.0084,0.00025
3.18,0.0002,-0.0002,3.0265,0.00026
3.2,0.0002,-0.0002,3.0452,0.00026
3.22,0.0002,-0.0002,3.0641,0.00025
3.24,0.0002,-0.0002,3.0837,0.00024
3.26,0.0002,-0.0002,3.1043,0.00024
3.28,0.0002,-0.0002,3.1258,0.00025
3.3,0.0002,-0.0002,3.1476,0.00025
3.32,0.0002,-0.0002,3.1693,0.00025
3.34,0.0002,-0.0002,3.1905,0.00024
3.36,0.0002,-0.0002,3.2114,0.00026
3.38,0.0002,-0.0002,3.2321,0.00025
3.4,0.0002,-0.0002,3.2529,0.00027
3.42,0.0002,-0.0002,3.2738,0.00027
3.44,0.0002,-0.0002,3.2943,0.00026
3.46,0.0002,-0.0002,3.3139,0.00024
3.48,0.0002,-0.0002,3.3324,0.00024
3.5,0.0002,-0.0002,3.3502,0.00023
3.52,0.0002,-0.0002,3.3676,0.00023
3.54,0.0002,-0.0002,3.3854,0.00024
3.56,0.0002,-0.0002,3.4039,0.00023
3.58,0.0002,-0.0002,3.4229,0.00022
3.6,0.0002,-0.0002,3.4424,0.00025
3.62,0.0002,-0.0002,3.4628,0.00024
3.64,0.0002,-0.0002,3.4841,0.00025
3.66,0.0002,-0.0002,3.5063,0.00024
3.68,0.0002,-0.0002,3.5289,0.00024
3.7,0.0002,-0.0002,3.5513,0.00023
3.72,0.0002,-0.0002,3.5733,0.00022
3.74,0.0002,-0.0002,3.5945,0.00023
3.76,0.0002,-0.0002,3.6156,0.00026
3.78,0.0002,-0.0002,3.6365,0.00025
3.8,0.0002,-0.0002,3.6572,0.00025
3.82,0.0002,-0.0002,3.6774,0.00025
3.84,0.0002,-0.0002,3.6969,0.00024
3.86,0.0002,-0.0002,3.7154,0.00023
3.88,0.0002,-0.0002,3.7332,0.00023
3.9,0.0002,-0.0002,3.7503,0.00024
3.92,0.0002,-0.0002,3.7677,0.00024
3.94,0.0002,-0.0002,3.7865,0.00025
3.96,0.0002,-0.0002,3.8056,0.00025
3.98,0.0002,-0.0002,3.825,0.00024
4,0.0002,-0.0002,3.845,0.00024
4.02,0.0002,-0.0002,3.866,0.00025
4.04,0.0002,-0.0002,3.8879,0.00024
4.06,0.0002,-0.0002,3.91,0.00024
4.08,0.0002,-0.0002,3.932,0.00023
4.1,0.0002,-0.0002,3.9534,0.00023
4.12,0.0002,-0.0002,3.9741,0.00024
4.14,0.0002,-0.0002,3.9946,0.00023
4.16,0.0002,-0.0002,4.0152,0.00022
4.18,0.0002,-0.0002,4.0356,0.00023
4.2,0.0002,-0.0002,4.0558,0.00022
4.22,0.0002,-0.0002,4.0751,0.00022
4.24,0.0002,-0.0002,4.0931,0.00022
4.26,0.0002,-0.0002,4.1103,0.00021
4.28,0.0002,-0.0002,4.1274,0.00021
4.3,0.0002,-0.0002,4.145,0.00022
4.32,0.0002,-0.0002,4.1633,0.00022
4.34,0.0002,-0.0002,4.1823,0.00022
4.36,0.0002,-0.0002,4.202,0.00023
4.38,0.0002,-0.0002,4.2227,0.00023
4.4,0.0002,-0.0002,4.2446,0.00024
4.42,0.0002,-0.0002,4.2672,0.00023
4.44,0.0002,-0.0002,4.2897,0.00022
4.46,0.0002,-0.0002,4.3118,0.00022
4.48,0.0002,-0.0002,4.3335,0.00021
4.5,0.0002,-0.0002,4.3545,0.00022
4.52,0.0002,-0.0002,4.3752,0.00023
4.54,0.0002,-0.0002,4.3958,0.00023
4.56,0.0002,-0.0002,4.4163,0.00022
4.58,0.0002,-0.0002,4.4362,0.00023
4.6,0.0002,-0.0002,4.455,0.00021
4.62,0.0002,-0.0002,4.4729,0.00021
4.64,0.0002,-0.0002,4.4901,0.00022
4.66,0.0002,-0.0002,4.5077,0.00021
4.68,0.0002,-0.0002,4.5258,0.00022
4.7,0.0002,-0.0002,4.5445,0.00022
4.72,0.0002,-0.0002,4.5638,0.00022
4.74,0.0002,-0.0002,4.5837,0.00022
4.76,0.0002,-0.0002,4.6042,0.00022
4.78,0.0002,-0.0002,4.6259,0.00023
4.8,0.0002,-0.0002,4.6486,0.00024
4.82,0.0002,-0.0002,4.6708,0.00024
4.84,0.0002,-0.0002,4.6923,0.00023
4.86,0.0002,-0.0002,4.7134,0.00021
4.88,0.0002,-0.0002,4.7342,0.0002
4.9,0.0002,-0.0002,4.7548,0.00021
4.92,0.0002,-0.0002,4.7753,0.00022
4.94,0.0002,-0.0002,4.7957,0.00022
4.96,0.0002,-0.0002,4.8155,0.00021
4.98,0.0002,-0.0002,4.834,0.00021
5,0.0002,-0.0002,4.8516,0.0002
5.02,0.0002,-0.0002,4.8688,0.00022
5.04,0.0002,-0.0002,4.8863,0.00021
5.06,0.0002,-0.0002,4.9042,0.0002
5.08,0.0002,-0.0002,4.9226,0.00021
5.1,0.0002,-0.0002,4.9417,0.00021
5.12,0.0002,-0.0002,4.9622,0.00021
5.14,0.0002,-0.0002,4.9839,0.0002
5.16,0.0002,-0.0002,5.0064,0.00021
5.18,0.0002,-0.0002,5.0288,0.00021
5.2,0.0002,-0.0002,5.0512,0.00021
5.22,0.0002,-0.0002,5.0733,0.00022
5.24,0.0002,-0.0002,5.0949,0.00022
5.26,0.0002,-0.0002,5.1158,0.00023
5.28,0.0002,-0.0002,5.1364,0.00023
5.3,0.0002,-0.0002,5.1569,0.00022
5.32,0.0002,-0.0002,5.1774,0.00023
5.34,0.0002,-0.0002,5.1969,0.00021
5.36,0.0002,-0.0002,5.2151,0.0002
5.38,0.0002,-0.0002,5.2324,0.00019
5.4,0.0002,-0.0002,5.2496,0.00021
5.42,0.0002,-0.0002,5.2673,0.0002
5.44,0.0002,-0.0002,5.2856,0.00018
5.46,0.0002,-0.0002,5.3046,0.00019
5.48,0.0002,-0.0002,5.3242,0.0002
5.5,0.0002,-0.0002,5.3444,0.0002
5.52,0.0002,-0.0002,5.3655,0.0002
5.54,0.0002,-0.0002,5.3869,0.00021
5.56,0.0002,-0.0002,5.4088,0.00022
5.58,0.0002,-0.0002,5.4311,0.00022
5.6,0.0002,-0.0002,5.4528,0.00021
5.62,0.0002,-0.0002,5.4739,0.00019
5.64,0.0002,-0.0002,5.4952,0.00019
5.66,0.0002,-0.0002,5.5163,0.0002
5.68,0.0002,-0.0002,5.5367,0.00021
5.7,0.0002,-0.0002,5.556,0.00021
5.72,0.0002,-0.0002,5.5744,0.0002
5.74,0.0002,-0.0002,5.5921,0.0002
5.76,0.0002,-0.0002,5.6092,0.0002
5.78,0.0002,-0.0002,5.6265,0.00021
5.8,0.0002,-0.0002,5.6446,0.00021
5.82,0.0002,-0.0002,5.6635,0.00021
5.84,0.0002,-0.0002,5.6828,0.00021
5.86,0.0002,-0.0002,5.7028,0.0002
5.88,0.0002,-0.0002,5.7237,0.00021
5.9,0.0002,-0.0002,5.7455,0.00021
5.92,0.0002,-0.0002,5.768,0.00021
5.94,0.0002,-0.0002,5.7903,0.00021
5.96,0.0002,-0.0002,5.8122,0.00022
5.98,0.0002,-0.0002,5.8336,0.0002
6,0.0002,-0.0002,5.8546,0.00019
6.02,0.0002,-0.0002,5.8753,0.0002
6.04,0.0002,-0.0002,5.8964,0.00019
6.06,0.0002,-0.0002,5.9174,0.0002
6.08,0.0002,-0.0002,5.9376,0.0002
6.1,0.0002,-0.0002,5.9563,0.0002
6.12,0.0002,-0.0002,5.974,0.0002
6.14,0.0002,-0.0002,5.9912,0.00019
6.16,0.0002,-0.0002,6.0087,0.00019
6.18,0.0002,-0.0002,6.027,0.0002
6.2,0.0002,-0.0002,6.0456,0.00021
6.22,0.0002,-0.0002,6.0645,0.0002
6.24,0.0002,-0.0002,6.0842,0.00019
6.26,0.0002,-0.0002,6.1047,0.00021
6.28,0.0002,-0.0002,6.126,0.00022
6.3,0.0002,-0.0002,6.148,0.00021
6.32,0.0002,-0.0002,6.1701,0.0002
6.34,0.0002,-0.0002,6.192,0.0002
6.36,0.0002,-0.0002,6.2134,0.00019
6.38,0.0002,-0.0002,6.2339,0.00019
6.4,0.0002,-0.0002,6.2542,0.00021
6.42,0.0002,-0.0002,6.275,0.00021
6.44,0.0002,-0.0002,6.2961,0.00021
6.46,0.0002,-0.0002,6.3159,0.00021
6.48,0.0002,-0.0002,6.3343,0.00019
6.5,0.0002,-0.0002,6.3522,0.0002
6.52,0.0002,-0.0002,6.3698,0.00019
6.54,0.0002,-0.0002,6.3871,0.00019
6.56,0.0002,-0.0002,6.4048,0.0002
6.58,0.0002,-0.0002,6.4234,0.0002
6.6,0.0002,-0.0002,6.4431,0.00021
6.62,0.0002,-0.0002,6.4636,0.00021
6.64,0.0002,-0.0002,6.4849,0.00022
6.66,0.0002,-0.0002,6.5069,0.00022
6.68,0.0002,-0.0002,6.5293,0.00021
6.7,0.0002,-0.0002,6.5513,0.0002
6.72,0.0002,-0.0002,6.5729,0.0002
6.74,0.0002,-0.0002,6.5942,0.00021
6.76,0.0002,-0.0002,6.6149,0.0002
6.78,0.0002,-0.0002,6.6353,0.0002
6.8,0.0002,-0.0002,6.6558,0.00019
6.82,0.0002,-0.0002,6.6761,0.00021
6.84,0.0002,-0.0002,6.6953,0.0002
6.86,0.0002,-0.0002,6.7132,0.00019
6.88,0.0002,-0.0002,6.7306,0.00018
6.9,0.0002,-0.0002,6.748,0.00019
6.92,0.0002,-0.0002,6.766,0.00019
6.94,0.0002,-0.0002,6.7846,0.00018
6.96,0.0002,-0.0002,6.8035,0.00019
6.98,0.0002,-0.0002,6.823,0.0002
7,0.0002,-0.0002,6.8435,0.0002
7.02,0.0002,-0.0002,6.8648,0.00019
7.04,0.0002,-0.0002,6.8867,0.0002
7.06,0.0002,-0.0002,6.9087,0.00019
7.08,0.0002,-0.0002,6.9304,0.00019
7.1,0.0002,-0.0002,6.9516,0.00019
7.12,0.0002,-0.0002,6.9721,0.00018
7.14,0.0002,-0.0002,6.9926,0.00019
7.16,0.0002,-0.0002,7.0139,0.00019
7.18,0.0002,-0.0002,7.0353,0.00019
7.2,0.0002,-0.0002,7.0553,0.00018
7.22,0.0002,-0.0002,7.0739,0.00018
7.24,0.0002,-0.0002,7.0917,0.00018
7.26,0.0002,-0.0002,7.1089,0.00019
7.28,0.0002,-0.0002,7.1262,0.00018
7.3,0.0002,-0.0002,7.1448,0.00019
7.32,0.0002,-0.0002,7.1638,0.00019
7.34,0.0002,-0.0002,7.1829,0.00018
7.36,0.0002,-0.0002,7.2031,0.00018
7.38,0.0002,-0.0002,7.2243,0.00018
7.4,0.0002,-0.0002,7.2461,0.0002
7.42,0.0002,-0.0002,7.2683,0.0002
7.44,0.0002,-0.0002,7.2908,0.0002
7.46,0.0002,-0.0002,7.3132,0.00021
7.48,0.0002,-0.0002,7.3347,0.0002
7.5,0.0002,-0.0002,7.3553,0.0002
7.52,0.0002,-0.0002,7.3759,0.0002
7.54,0.0002,-0.0002,7.3965,0.0002
7.56,0.0002,-0.0002,7.4173,0.0002
7.58,0.0002,-0.0002,7.4373,0.00019
7.6,0.0002,-0.0002,7.4559,0.00019
7.62,0.0002,-0.0002,7.4732,0.0002
7.64,0.0002,-0.0002,7.4902,0.00019
7.66,0.0002,-0.0002,7.5078,0.00018
7.68,0.0002,-0.0002,7.5261,0.00018
7.7,0.0002,-0.0002,7.5449,0.00018
7.72,0.0002,-0.0002,7.5639,0.0002
7.74,0.0002,-0.0002,7.5833,0.00021
7.76,0.0002,-0.0002,7.6035,0.00021
7.78,0.0002,-0.0002,7.6245,0.0002
7.8,0.0002,-0.0002,7.6463,0.00019
7.82,0.0002,-0.0002,7.6683,0.0002
7.84,0.0002,-0.0002,7.6901,0.00018
7.86,0.0002,-0.0002,7.7111,0.00018
7.88,0.0002,-0.0002,7.732,0.00019
7.9,0.0002,-0.0002,7.7529,0.0002
7.92,0.0002,-0.0002,7.7736,0.0002
7.94,0.0002,-0.0002,7.794,0.00021
7.96,0.0002,-0.0002,7.8136,0.00021
7.98,0.0002,-0.0002,7.8321,0.0002
8,0.0002,-0.0002,7.8498,0.00018
8.02,0.0002,-0.0002,7.8671,0.00018
8.04,0.0002,-0.0002,7.8846,0.00018
8.06,0.0002,-0.0002,7.9029,0.0002
8.08,0.0002,-0.0002,7.9221,0.00021
8.1,0.0002,-0.0002,7.9419,0.00021
8.12,0.0002,-0.0002,7.9618,0.00021
8.14,0.0002,-0.0002,7.9828,0.00021
8.16,0.0002,-0.0002,8.0055,0.0002
8.18,0.0002,-0.0002,8.0282,0.00021
8.2,0.0002,-0.0002,8.0509,0.00022
8.22,0.0002,-0.0002,8.0739,0.00021
8.24,0.0002,-0.0002,8.0959,0.00021
8.26,0.0002,-0.0002,8.1165,0.0002
8.28,0.0002,-0.0002,8.1366,0.0002
8.3,0.0002,-0.0002,8.157,0.00019
8.32,0.0002,-0.0002,8.1774,0.00021
8.34,0.0002,-0.0002,8.1968,0.0002
8.36,0.0002,-0.0002,8.2149,0.0002
8.38,0.0002,-0.0002,8.2322,0.0002
8.4,0.0002,-0.0002,8.2493,0.00021
8.42,0.0002,-0.0002,8.2669,0.00022
8.44,0.0002,-0.0002,8.285,0.0002
8.46,0.0002,-0.0002,8.304,0.00022
8.48,0.0002,-0.0002,8.3235,0.00022
8.5,0.0002,-0.0002,8.3434,0.00022
8.52,0.0002,-0.0002,8.3644,0.00023
8.54,0.0002,-0.0002,8.3863,0.00023
8.56,0.0002,-0.0002,8.4082,0.00022
8.58,0.0002,-0.0002,8.4298,0.00022
8.6,0.0002,-0.0002,8.4513,0.00021
8.62,0.0002,-0.0002,8.4722,0.00022
8.64,0.0002,-0.0002,8.4931,0.00022
8.66,0.0002,-0.0002,8.5142,0.00021
8.68,0.0002,-0.0002,8.535,0.0002
8.7,0.0002,-0.0002,8.5549,0.0002
8.72,0.0002,-0.0002,8.574,0.00021
8.74,0.0002,-0.0002,8.5923,0.00021
8.76,0.0002,-0.0002,8.6098,0.00021
8.78,0.0002,-0.0002,8.6269,0.0002
8.8,0.0002,-0.0002,8.6444,0.00019
8.82,0.0002,-0.0002,8.663,0.0002
8.84,0.0002,-0.0002,8.6823,0.00021
8.86,0.0002,-0.0002,8.7022,0.00021
8.88,0.0002,-0.0002,8.7232,0.00022
8.9,0.0002,-0.0002,8.7449,0.00022
8.92,0.0002,-0.0002,8.7671,0.00021
8.94,0.0002,-0.0002,8.7892,0.0002
8.96,0.0002,-0.0002,8.8109,0.0002
8.98,0.0002,-0.0002,8.8324,0.00019
9,0.0002,-0.0002,8.854,0.00018
9.02,0.0002,-0.0002,8.8751,0.00018
9.04,0.0002,-0.0002,8.8955,0.0002
9.06,0.0002,-0.0002,8.9162,0.00019
9.08,0.0002,-0.0002,8.9371,0.00017
9.1,0.0002,-0.0002,8.9566,0.00017
9.12,0.0002,-0.0002,8.9743,0.00017
9.14,0.0002,-0.0002,8.9911,0.00016
9.16,0.0002,-0.0002,9.0081,0.00018
9.18,0.0002,-0.0002,9.0255,0.00018
9.2,0.0002,-0.0002,9.0438,0.00017
9.22,0.0002,-0.0002,9.0633,0.00017
9.24,0.0002,-0.0002,9.0835,0.00016
9.26,0.0002,-0.0002,9.1041,0.00018
9.28,0.0002,-0.0002,9.1252,0.00018
9.3,0.0002,-0.0002,9.1473,0.00019
9.32,0.0002,-0.0002,9.1695,0.00018
9.34,0.0002,-0.0002,9.1913,0.00019
9.36,0.0002,-0.0002,9.2125,0.00019
9.38,0.0002,-0.0002,9.2333,0.00019
9.4,0.0002,-0.0002,9.254,0.00019
9.42,0.0002,-0.0002,9.2747,0.00019
9.44,0.0002,-0.0002,9.2952,0.00017
9.46,0.0002,-0.0002,9.3148,0.00017
9.48,0.0002,-0.0002,9.3333,0.00016
9.5,0.0002,-0.0002,9.3509,0.00017
9.52,0.0002,-0.0002,9.3681,0.00018
9.54,0.0002,-0.0002,9.3856,0.00019
9.56,0.0002,-0.0002,9.4037,0.00018
9.58,0.0002,-0.0002,9.4227,0.00019
9.6,0.0002,-0.0002,9.4425,0.00019
9.62,0.0002,-0.0002,9.4631,0.00019
9.64,0.0002,-0.0002,9.4844,0.00019
9.66,0.0002,-0.0002,9.5067,0.00019
9.68,0.0002,-0.0002,9.5295,0.00019
9.7,0.0002,-0.0002,9.5518,0.0002
9.72,0.0002,-0.0002,9.5738,0.00019
9.74,0.0002,-0.0002,9.5953,0.00018
9.76,0.0002,-0.0002,9.6162,0.00018
9.78,0.0002,-0.0002,9.637,0.00018
9.8,0.0002,-0.0002,9.6576,0.00017
9.82,0.0002,-0.0002,9.6775,0.00017
9.84,0.0002,-0.0002,9.697,0.00016
9.86,0.0002,-0.0002,9.7159,0.00017
9.88,0.0002,-0.0002,9.7334,0.00017
9.9,0.0002,-0.0002,9.7501,0.00017
9.92,0.0002,-0.0002,9.7678,0.00017
9.94,0.0002,-0.0002,9.787,0.00016
9.96,0.0002,-0.0002,9.8067,0.00017
9.98,0.0002,-0.0002,9.8262,0.00017
10,0.0002,-0.0002,9.8457,0.00019
10.02,0.0002,-0.0002,9.8662,0.0002
10.04,0.0002,-0.0002,9.8879,0.0002
10.06,0.0002,-0.0002,9.9098,0.00019
10.08,0.0002,-0.0002,9.9311,0.00019
10.1,0.0002,-0.0002,9.9522,0.00018
10.12,0.0002,-0.0002,9.9733,0.00019
10.14,0.0002,-0.0002,9.9938,0.00018
10.16,0.0002,-0.0002,10.0072,0.00015
10.18,0.0002,-0.0002,10.0116,0.0001
10.2,0.0002,-0.0002,10.0118,0.00008
10.22,0.0002,-0.0002,10.0111,0.00007
10.24,0.0002,-0.0002,10.0107,0.00006
10.26,0.0002,-0.0002,10.0106,0.00006
10.28,0.0002,-0.0002,10.0107,0.00008
10.3,0.0002,-0.0002,10.0107,0.00007
10.31,0.0002,-0.0002,10.0107,0.00006
10.311,0.0002,-0.0002,10.0107,0.00006
10.331,0.0002,-0.0002,10.0107,0.00006
17.658,0.0002,-0.0002,0,-0.00041
17.678,0.0002,-0.0002,0,-0.0004
17.698,0.0002,-0.0002,0,-0.00041
17.718,0.0002,-0.0002,0,-0.00042
17.738,0.0002,-0.0002,0,-0.00041
17.758,0.0002,-0.0002,0,-0.0004
17.778,0.0002,-0.0002,0,-0.0004
17.798,0.0002,-0.0002,0.0003,-0.0004
17.818,0.0002,-0.0002,0.0019,-0.0004
17.838,0.0002,-0.0002,0.0133,-0.0004
17.858,0.0002,-0.0002,0.0335,-0.00039
17.878,0.0002,-0.0002,0.0538,-0.00039
17.898,0.0002,-0.0002,0.0742,-0.00039
17.918,0.0002,-0.0002,0.0957,-0.00039
17.938,0.0002,-0.0002,0.1183,-0.00038
17.958,0.0002,-0.0002,0.1418,-0.00038
17.978,0.0002,-0.0002,0.1657,-0.00038
17.998,0.0002,-0.0002,0.189,-0.00037
18.018,0.0002,-0.0002,0.2116,-0.00037
