Time,Displacement,Force,Rotation,Torque
18.038,0.0002,-0.0002,0.2334,-0.00037
18.058,0.0002,-0.0002,0.2548,-0.00037
18.078,0.0002,-0.0002,0.2764,-0.00038
18.098,0.0002,-0.0002,0.2978,-0.00037
18.118,0.0002,-0.0002,0.3178,-0.00038
18.138,0.0002,-0.0002,0.3366,-0.00038
18.158,0.0002,-0.0002,0.3546,-0.00038
18.178,0.0002,-0.0002,0.3723,-0.00037
18.198,0.0002,-0.0002,0.3903,-0.00038
18.218,0.0002,-0.0002,0.4088,-0.00038
18.238,0.0002,-0.0002,0.4279,-0.00038
18.258,0.0002,-0.0002,0.4474,-0.00038
18.278,0.0002,-0.0002,0.4679,-0.00038
18.298,0.0002,-0.0002,0.4894,-0.00038
18.318,0.0002,-0.0002,0.5118,-0.00038
18.338,0.0002,-0.0002,0.5345,-0.00038
18.358,0.0002,-0.0002,0.5574,-0.00038
18.378,0.0002,-0.0002,0.5792,-0.00038
18.398,0.0002,-0.0002,0.5988,-0.00038
18.418,0.0002,-0.0002,0.6176,-0.00038
18.438,0.0002,-0.0002,0.6356,-0.00034
18.458,0.0002,-0.0002,0.6528,-0.00023
18.478,0.0002,-0.0002,0.6713,0.00001
18.498,0.0002,-0.0002,0.6911,0.0002
18.518,0.0002,-0.0002,0.7099,0.00027
18.538,0.0002,-0.0002,0.7276,0.00029
18.558,0.0002,-0.0002,0.7454,0.0003
18.578,0.0002,-0.0002,0.7638,0.00031
18.598,0.0002,-0.0002,0.7827,0.00033
18.618,0.0002,-0.0002,0.8019,0.00032
18.638,0.0002,-0.0002,0.8216,0.00032
18.658,0.0002,-0.0002,0.842,0.0003
18.678,0.0002,-0.0002,0.8633,0.00029
18.698,0.0002,-0.0002,0.8859,0.0003
18.718,0.0002,-0.0002,0.9087,0.00029
18.738,0.0002,-0.0002,0.9307,0.0003
18.758,0.0002,-0.0002,0.9524,0.0003
18.778,0.0002,-0.0002,0.9738,0.00031
18.798,0.0002,-0.0002,0.995,0.0003
18.818,0.0002,-0.0002,1.0163,0.0003
18.838,0.0002,-0.0002,1.0375,0.0003
18.858,0.0002,-0.0002,1.058,0.0003
18.878,0.0002,-0.0002,1.0769,0.00029
18.898,0.0002,-0.0002,1.095,0.00029
18.918,0.0002,-0.0002,1.1125,0.00027
18.938,0.0002,-0.0002,1.1304,0.00027
18.958,0.0002,-0.0002,1.1493,0.00028
18.978,0.0002,-0.0002,1.1683,0.00028
18.998,0.0002,-0.0002,1.1879,0.00028
19.018,0.0002,-0.0002,1.209,0.00028
19.038,0.0002,-0.0002,1.2308,0.00028
19.058,0.0002,-0.0002,1.253,0.00029
19.078,0.0002,-0.0002,1.2753,0.00029
19.098,0.0002,-0.0002,1.2979,0.00028
19.118,0.0002,-0.0002,1.3204,0.00026
19.138,0.0002,-0.0002,1.3417,0.00027
19.158,0.0002,-0.0002,1.3622,0.00026
19.178,0.0002,-0.0002,1.3828,0.00026
19.198,0.0002,-0.0002,1.4038,0.00026
19.218,0.0002,-0.0002,1.4245,0.00026
19.238,0.0002,-0.0002,1.4441,0.00027
19.258,0.0002,-0.0002,1.4623,0.00026
19.278,0.0002,-0.0002,1.4795,0.00025
19.298,0.0002,-0.0002,1.4968,0.00026
19.318,0.0002,-0.0002,1.5144,0.00026
19.338,0.0002,-0.0002,1.5325,0.00026
19.358,0.0002,-0.0002,1.5513,0.00026
19.378,0.0002,-0.0002,1.571,0.00026
19.398,0.0002,-0.0002,1.5908,0.00026
19.418,0.0002,-0.0002,1.6112,0.00026
19.438,0.0002,-0.0002,1.6328,0.00026
19.458,0.0002,-0.0002,1.6553,0.00024
19.478,0.0002,-0.0002,1.6776,0.00024
19.498,0.0002,-0.0002,1.6992,0.00023
19.518,0.0002,-0.0002,1.7199,0.00023
19.538,0.0002,-0.0002,1.7403,0.00024
19.558,0.0002,-0.0002,1.7613,0.00025
19.578,0.0002,-0.0002,1.7827,0.00024
19.598,0.0002,-0.0002,1.803,0.00024
19.618,0.0002,-0.0002,1.8218,0.00023
19.638,0.0002,-0.0002,1.8396,0.00023
19.658,0.0002,-0.0002,1.8566,0.00021
19.678,0.0002,-0.0002,1.8739,0.00021
19.698,0.0002,-0.0002,1.8922,0.00023
19.718,0.0002,-0.0002,1.9109,0.00024
19.738,0.0002,-0.0002,1.9301,0.00022
19.758,0.0002,-0.0002,1.9495,0.00023
19.778,0.0002,-0.0002,1.9695,0.00021
19.798,0.0002,-0.0002,1.9912,0.00023
19.818,0.0002,-0.0002,2.014,0.00022
19.838,0.0002,-0.0002,2.0361,0.00022
19.858,0.0002,-0.0002,2.0585,0.00023
19.878,0.0002,-0.0002,2.0812,0.00023
19.898,0.0002,-0.0002,2.1025,0.00023
19.918,0.0002,-0.0002,2.1224,0.00023
19.938,0.0002,-0.0002,2.1423,0.00023
19.958,0.0002,-0.0002,2.1626,0.00023
19.978,0.0002,-0.0002,2.1829,0.00022
19.998,0.0002,-0.0002,2.2019,0.00023
20.018,0.0002,-0.0002,2.2199,0.00022
20.038,0.0002,-0.0002,2.2373,0.00023
20.058,0.0002,-0.0002,2.2546,0.00023
20.078,0.0002,-0.0002,2.2724,0.00021
20.098,0.0002,-0.0002,2.2911,0.0002
20.118,0.0002,-0.0002,2.3104,0.00021
20.138,0.0002,-0.0002,2.33,0.00022
20.158,0.0002,-0.0002,2.3501,0.00023
20.178,0.0002,-0.0002,2.3712,0.00022
20.198,0.0002,-0.0002,2.3931,0.0002
20.218,0.0002,-0.0002,2.4152,0.0002
20.238,0.0002,-0.0002,2.437,0.00021
20.258,0.0002,-0.0002,2.4583,0.00023
20.278,0.0002,-0.0002,2.4791,0.00022
20.298,0.0002,-0.0002,2.4999,0.00021
20.318,0.0002,-0.0002,2.521,0.00022
20.338,0.0002,-0.0002,2.5417,0.00022
20.358,0.0002,-0.0002,2.5615,0.00022
20.378,0.0002,-0.0002,2.5801,0.00023
20.398,0.0002,-0.0002,2.5981,0.00022
20.418,0.0002,-0.0002,2.6156,0.0002
20.438,0.0002,-0.0002,2.633,0.00019
20.458,0.0002,-0.0002,2.6509,0.0002
20.478,0.0002,-0.0002,2.6696,0.00021
20.498,0.0002,-0.0002,2.6886,0.00023
20.518,0.0002,-0.0002,2.7081,0.00023
20.538,0.0002,-0.0002,2.7293,0.00022
20.558,0.0002,-0.0002,2.7517,0.0002
20.578,0.0002,-0.0002,2.7749,0.00021
20.598,0.0002,-0.0002,2.7974,0.00022
20.618,0.0002,-0.0002,2.8193,0.00022
20.638,0.0002,-0.0002,2.8409,0.00021
20.658,0.0002,-0.0002,2.862,0.0002
20.678,0.0002,-0.0002,2.8823,0.00021
20.698,0.0002,-0.0002,2.9027,0.00023
20.718,0.0002,-0.0002,2.9241,0.00023
20.738,0.0002,-0.0002,2.9443,0.00022
20.758,0.0002,-0.0002,2.9623,0.00021
20.778,0.0002,-0.0002,2.9793,0.00022
20.798,0.0002,-0.0002,2.9964,0.00022
20.818,0.0002,-0.0002,3.0141,0.00022
20.838,0.0002,-0.0002,3.0324,0.00022
20.858,0.0002,-0.0002,3.0514,0.00023
20.878,0.0002,-0.0002,3.0706,0.00022
20.898,0.0002,-0.0002,3.0904,0.00022
20.918,0.0002,-0.0002,3.1113,0.00022
20.938,0.0002,-0.0002,3.1329,0.00023
20.958,0.0002,-0.0002,3.1547,0.00023
20.978,0.0002,-0.0002,3.1762,0.00023
20.998,0.0002,-0.0002,3.1974,0.00023
21.018,0.0002,-0.0002,3.2183,0.00023
21.038,0.0002,-0.0002,3.239,0.00022
21.058,0.0002,-0.0002,3.2597,0.00022
21.078,0.0002,-0.0002,3.2805,0.00022
21.098,0.0002,-0.0002,3.3007,0.00021
21.118,0.0002,-0.0002,3.3199,0.0002
21.138,0.0002,-0.0002,3.3382,0.0002
21.158,0.0002,-0.0002,3.3558,0.00021
21.178,0.0002,-0.0002,3.3734,0.00021
21.198,0.0002,-0.0002,3.3913,0.00021
21.218,0.0002,-0.0002,3.41,0.0002
21.238,0.0002,-0.0002,3.4293,0.00019
21.258,0.0002,-0.0002,3.4491,0.0002
21.278,0.0002,-0.0002,3.4697,0.00022
21.298,0.0002,-0.0002,3.4913,0.00021
21.318,0.0002,-0.0002,3.5137,0.00022
21.338,0.0002,-0.0002,3.5363,0.0002
21.358,0.0002,-0.0002,3.5585,0.00021
21.378,0.0002,-0.0002,3.5803,0.00021
21.398,0.0002,-0.0002,3.6014,0.0002
21.418,0.0002,-0.0002,3.6224,0.0002
21.438,0.0002,-0.0002,3.6434,0.0002
21.458,0.0002,-0.0002,3.6641,0.00019
21.478,0.0002,-0.0002,3.6843,0.00018
21.498,0.0002,-0.0002,3.7035,0.00017
21.518,0.0002,-0.0002,3.7215,0.00018
21.538,0.0002,-0.0002,3.7388,0.00018
21.558,0.0002,-0.0002,3.7558,0.00019
21.578,0.0002,-0.0002,3.7737,0.0002
21.598,0.0002,-0.0002,3.7927,0.00019
21.618,0.0002,-0.0002,3.8119,0.00019
21.638,0.0002,-0.0002,3.8315,0.00019
21.658,0.0002,-0.0002,3.8518,0.00021
21.678,0.0002,-0.0002,3.8731,0.00021
21.698,0.0002,-0.0002,3.8952,0.00021
21.718,0.0002,-0.0002,3.9172,0.00021
21.738,0.0002,-0.0002,3.939,0.0002
21.758,0.0002,-0.0002,3.9602,0.0002
21.778,0.0002,-0.0002,3.9809,0.0002
21.798,0.0002,-0.0002,4.0014,0.00018
21.818,0.0002,-0.0002,4.022,0.00019
21.838,0.0002,-0.0002,4.0424,0.0002
21.858,0.0002,-0.0002,4.0622,0.0002
21.878,0.0002,-0.0002,4.081,0.00019
21.898,0.0002,-0.0002,4.0987,0.00019
21.918,0.0002,-0.0002,4.1156,0.0002
21.938,0.0002,-0.0002,4.1329,0.0002
21.958,0.0002,-0.0002,4.1509,0.00022
21.978,0.0002,-0.0002,4.1695,0.00022
21.998,0.0002,-0.0002,4.1888,0.0002
22.018,0.0002,-0.0002,4.2086,0.00021
22.038,0.0002,-0.0002,4.2297,0.00022
22.058,0.0002,-0.0002,4.252,0.00022
22.078,0.0002,-0.0002,4.2745,0.00021
22.098,0.0002,-0.0002,4.2967,0.0002
22.118,0.0002,-0.0002,4.3185,0.00019
22.138,0.0002,-0.0002,4.3399,0.00019
22.158,0.0002,-0.0002,4.3607,0.00019
22.178,0.0002,-0.0002,4.3813,0.00019
22.198,0.0002,-0.0002,4.4019,0.00019
22.218,0.0002,-0.0002,4.4223,0.00019
22.238,0.0002,-0.0002,4.442,0.00019
22.258,0.0002,-0.0002,4.4606,0.00018
22.278,0.0002,-0.0002,4.4783,0.00018
22.298,0.0002,-0.0002,4.4956,0.00018
22.318,0.0002,-0.0002,4.5133,0.00018
22.338,0.0002,-0.0002,4.5314,0.00019
22.358,0.0002,-0.0002,4.5502,0.00019
22.378,0.0002,-0.0002,4.5699,0.00019
22.398,0.0002,-0.0002,4.5901,0.00018
22.418,0.0002,-0.0002,4.6109,0.0002
22.438,0.0002,-0.0002,4.6333,0.00021
22.458,0.0002,-0.0002,4.6559,0.00019
22.478,0.0002,-0.0002,4.6777,0.00019
22.498,0.0002,-0.0002,4.6991,0.00019
22.518,0.0002,-0.0002,4.7202,0.0002
22.538,0.0002,-0.0002,4.7409,0.00019
22.558,0.0002,-0.0002,4.7615,0.00018
22.578,0.0002,-0.0002,4.7821,0.00018
22.598,0.0002,-0.0002,4.8023,0.00018
22.618,0.0002,-0.0002,4.8216,0.00017
22.638,0.0002,-0.0002,4.8397,0.00016
22.658,0.0002,-0.0002,4.8571,0.00017
22.678,0.0002,-0.0002,4.8745,0.00018
22.698,0.0002,-0.0002,4.8923,0.00019
22.718,0.0002,-0.0002,4.9105,0.00018
22.738,0.0002,-0.0002,4.9289,0.00018
22.758,0.0002,-0.0002,4.9483,0.00019
22.778,0.0002,-0.0002,4.9692,0.00019
22.798,0.0002,-0.0002,4.9913,0.0002
22.818,0.0002,-0.0002,5.0138,0.00019
22.838,0.0002,-0.0002,5.0363,0.00017
22.858,0.0002,-0.0002,5.0586,0.00018
22.878,0.0002,-0.0002,5.0804,0.00018
22.898,0.0002,-0.0002,5.1017,0.00019
22.918,0.0002,-0.0002,5.1226,0.00018
22.938,0.0002,-0.0002,5.1432,0.00019
22.958,0.0002,-0.0002,5.1638,0.00019
22.978,0.0002,-0.0002,5.1841,0.0002
22.998,0.0002,-0.0002,5.2031,0.00019
23.018,0.0002,-0.0002,5.2209,0.00018
23.038,0.0002,-0.0002,5.2381,0.00016
23.058,0.0002,-0.0002,5.2554,0.00017
23.078,0.0002,-0.0002,5.2733,0.00018
23.098,0.0002,-0.0002,5.2919,0.00018
23.118,0.0002,-0.0002,5.3112,0.00019
23.138,0.0002,-0.0002,5.3308,0.0002
23.158,0.0002,-0.0002,5.3511,0.00018
23.178,0.0002,-0.0002,5.3721,0.00018
23.198,0.0002,-0.0002,5.3939,0.00017
23.218,0.0002,-0.0002,5.4161,0.00017
23.238,0.0002,-0.0002,5.4381,0.00017
23.258,0.0002,-0.0002,5.4594,0.00019
23.278,0.0002,-0.0002,5.4804,0.00019
23.298,0.0002,-0.0002,5.5018,0.00017
23.318,0.0002,-0.0002,5.5228,0.00018
23.338,0.0002,-0.0002,5.5429,0.00017
23.358,0.0002,-0.0002,5.562,0.00016
23.378,0.0002,-0.0002,5.5802,0.00017
23.398,0.0002,-0.0002,5.5977,0.00019
23.418,0.0002,-0.0002,5.6149,0.00017
23.438,0.0002,-0.0002,5.6324,0.00017
23.458,0.0002,-0.0002,5.6508,0.00019
23.478,0.0002,-0.0002,5.6699,0.00019
23.498,0.0002,-0.0002,5.6894,0.00018
23.518,0.0002,-0.0002,5.7096,0.00018
23.538,0.0002,-0.0002,5.7308,0.00017
23.558,0.0002,-0.0002,5.7529,0.00017
23.578,0.0002,-0.0002,5.7753,0.00019
23.598,0.0002,-0.0002,5.7976,0.00019
23.618,0.0002,-0.0002,5.8194,0.00018
23.638,0.0002,-0.0002,5.8407,0.00017
23.658,0.0002,-0.0002,5.8616,0.00018
23.678,0.0002,-0.0002,5.8825,0.00018
23.698,0.0002,-0.0002,5.9035,0.0002
23.718,0.0002,-0.0002,5.924,0.00018
23.738,0.0002,-0.0002,5.9437,0.00017
23.758,0.0002,-0.0002,5.9622,0.00015
23.778,0.0002,-0.0002,5.9797,0.00017
23.798,0.0002,-0.0002,5.9968,0.00017
23.818,0.0002,-0.0002,6.0144,0.00018
23.838,0.0002,-0.0002,6.0329,0.00018
23.858,0.0002,-0.0002,6.0519,0.00017
23.878,0.0002,-0.0002,6.0711,0.00017
23.898,0.0002,-0.0002,6.091,0.00016
23.918,0.0002,-0.0002,6.1118,0.00017
23.938,0.0002,-0.0002,6.1332,0.00019
23.958,0.0002,-0.0002,6.1552,0.0002
23.978,0.0002,-0.0002,6.1774,0.00017
23.998,0.0002,-0.0002,6.1991,0.00017
24.018,0.0002,-0.0002,6.2201,0.00017
24.038,0.0002,-0.0002,6.2408,0.00017
24.058,0.0002,-0.0002,6.2614,0.00017
24.078,0.0002,-0.0002,6.2822,0.00018
24.098,0.0002,-0.0002,6.3028,0.00018
24.118,0.0002,-0.0002,6.3219,0.00018
24.138,0.0002,-0.0002,6.3401,0.00017
24.158,0.0002,-0.0002,6.3579,0.00017
24.178,0.0002,-0.0002,6.3754,0.00018
24.198,0.0002,-0.0002,6.3929,0.00017
24.218,0.0002,-0.0002,6.4108,0.00017
24.238,0.0002,-0.0002,6.4296,0.00018
24.258,0.0002,-0.0002,6.4497,0.00019
24.278,0.0002,-0.0002,6.4705,0.00017
24.298,0.0002,-0.0002,6.492,0.00017
24.318,0.0002,-0.0002,6.5142,0.00017
24.338,0.0002,-0.0002,6.5364,0.00018
24.358,0.0002,-0.0002,6.5582,0.00018
24.378,0.0002,-0.0002,6.5797,0.00018
24.398,0.0002,-0.0002,6.6008,0.00019
24.418,0.0002,-0.0002,6.6216,0.00018
24.438,0.0002,-0.0002,6.6421,0.0002
24.458,0.0002,-0.0002,6.6625,0.00018
24.478,0.0002,-0.0002,6.6825,0.00016
24.498,0.0002,-0.0002,6.7014,0.00016
24.518,0.0002,-0.0002,6.7192,0.00015
24.538,0.0002,-0.0002,6.7366,0.00015
24.558,0.0002,-0.0002,6.7541,0.00014
24.578,0.0002,-0.0002,6.7722,0.00013
24.598,0.0002,-0.0002,6.7909,0.00014
24.618,0.0002,-0.0002,6.81,0.00016
24.638,0.0002,-0.0002,6.8297,0.00016
24.658,0.0002,-0.0002,6.8504,0.00016
24.678,0.0002,-0.0002,6.872,0.00017
24.698,0.0002,-0.0002,6.894,0.00016
24.718,0.0002,-0.0002,6.916,0.00017
24.738,0.0002,-0.0002,6.9376,0.00017
24.758,0.0002,-0.0002,6.9585,0.00016
24.778,0.0002,-0.0002,6.979,0.00015
24.798,0.0002,-0.0002,6.9999,0.00016
24.818,0.0002,-0.0002,7.0214,0.00016
24.838,0.0002,-0.0002,7.0422,0.00016
24.858,0.0002,-0.0002,7.0614,0.00016
24.878,0.0002,-0.0002,7.0797,0.00015
24.898,0.0002,-0.0002,7.0974,0.00015
24.918,0.0002,-0.0002,7.1146,0.00014
24.938,0.0002,-0.0002,7.1322,0.00016
24.958,0.0002,-0.0002,7.1509,0.00015
24.978,0.0002,-0.0002,7.17,0.00015
24.998,0.0002,-0.0002,7.1894,0.00016
25.018,0.0002,-0.0002,7.2099,0.00017
25.038,0.0002,-0.0002,7.2311,0.00018
25.058,0.0002,-0.0002,7.2529,0.00017
25.078,0.0002,-0.0002,7.2754,0.00016
25.098,0.0002,-0.0002,7.298,0.00016
25.118,0.0002,-0.0002,7.3203,0.00017
25.138,0.0002,-0.0002,7.3416,0.00018
25.158,0.0002,-0.0002,7.3622,0.00018
25.178,0.0002,-0.0002,7.3828,0.00017
25.198,0.0002,-0.0002,7.4035,0.00017
25.218,0.0002,-0.0002,7.4242,0.00016
25.238,0.0002,-0.0002,7.4438,0.00016
25.258,0.0002,-0.0002,7.462,0.00015
25.278,0.0002,-0.0002,7.479,0.00015
25.298,0.0002,-0.0002,7.496,0.00015
25.318,0.0002,-0.0002,7.5138,0.00016
25.338,0.0002,-0.0002,7.5323,0.00017
25.358,0.0002,-0.0002,7.5512,0.00016
25.378,0.0002,-0.0002,7.5703,0.00014
25.398,0.0002,-0.0002,7.59,0.00014
25.418,0.0002,-0.0002,7.6104,0.00017
25.438,0.0002,-0.0002,7.6317,0.00018
25.458,0.0002,-0.0002,7.6537,0.00019
25.478,0.0002,-0.0002,7.6757,0.00017
25.498,0.0002,-0.0002,7.6973,0.00015
25.518,0.0002,-0.0002,7.7182,0.00015
25.538,0.0002,-0.0002,7.739,0.00017
25.558,0.0002,-0.0002,7.7601,0.00018
25.578,0.0002,-0.0002,7.7808,0.00017
25.598,0.0002,-0.0002,7.801,0.00017
25.618,0.0002,-0.0002,7.8202,0.00017
25.638,0.0002,-0.0002,7.8383,0.00017
25.658,0.0002,-0.0002,7.8558,0.00017
25.678,0.0002,-0.0002,7.8729,0.00017
25.698,0.0002,-0.0002,7.8905,0.00018
25.718,0.0002,-0.0002,7.9092,0.00017
25.738,0.0002,-0.0002,7.9287,0.00017
25.758,0.0002,-0.0002,7.9484,0.00018
25.778,0.0002,-0.0002,7.9684,0.00017
25.798,0.0002,-0.0002,7.9899,0.00018
25.818,0.0002,-0.0002,8.0127,0.00018
25.838,0.0002,-0.0002,8.0353,0.00019
25.858,0.0002,-0.0002,8.0581,0.00019
25.878,0.0002,-0.0002,8.0808,0.00019
25.898,0.0002,-0.0002,8.1022,0.00018
25.918,0.0002,-0.0002,8.1227,0.00017
25.938,0.0002,-0.0002,8.1431,0.00017
25.958,0.0002,-0.0002,8.1636,0.00016
25.978,0.0002,-0.0002,8.1837,0.00017
25.998,0.0002,-0.0002,8.2027,0.00016
26.018,0.0002,-0.0002,8.2204,0.00016
26.038,0.0002,-0.0002,8.2376,0.00018
26.058,0.0002,-0.0002,8.2549,0.00018
26.078,0.0002,-0.0002,8.2725,0.00017
26.098,0.0002,-0.0002,8.2907,0.00018
26.118,0.0002,-0.0002,8.3098,0.00018
26.138,0.0002,-0.0002,8.3295,0.0002
26.158,0.0002,-0.0002,8.3497,0.00019
26.178,0.0002,-0.0002,8.3708,0.00018
26.198,0.0002,-0.0002,8.3926,0.00019
26.218,0.0002,-0.0002,8.4143,0.00018
26.238,0.0002,-0.0002,8.4358,0.00017
26.258,0.0002,-0.0002,8.4571,0.00018
26.278,0.0002,-0.0002,8.4777,0.00017
26.298,0.0002,-0.0002,8.4982,0.00018
26.318,0.0002,-0.0002,8.5191,0.00018
26.338,0.0002,-0.0002,8.5398,0.00018
26.358,0.0002,-0.0002,8.5596,0.00018
26.378,0.0002,-0.0002,8.5784,0.00018
26.398,0.0002,-0.0002,8.5965,0.00018
26.418,0.0002,-0.0002,8.6138,0.00018
26.438,0.0002,-0.0002,8.6309,0.00016
26.458,0.0002,-0.0002,8.6488,0.00017
26.478,0.0002,-0.0002,8.6678,0.00016
26.498,0.0002,-0.0002,8.6875,0.00017
26.518,0.0002,-0.0002,8.7077,0.00018
26.538,0.0002,-0.0002,8.7289,0.00019
26.558,0.0002,-0.0002,8.7509,0.00017
26.578,0.0002,-0.0002,8.7733,0.00017
26.598,0.0002,-0.0002,8.7954,0.00017
26.618,0.0002,-0.0002,8.817,0.00017
26.638,0.0002,-0.0002,8.8386,0.00016
26.658,0.0002,-0.0002,8.8602,0.00017
26.678,0.0002,-0.0002,8.8809,0.00014
26.698,0.0002,-0.0002,8.9013,0.00015
26.718,0.0002,-0.0002,8.9224,0.00016
26.738,0.0002,-0.0002,8.9431,0.00014
26.758,0.0002,-0.0002,8.962,0.00013
26.778,0.0002,-0.0002,8.9793,0.00013
26.798,0.0002,-0.0002,8.9961,0.00014
26.818,0.0002,-0.0002,9.0133,0.00017
26.838,0.0002,-0.0002,9.0311,0.00016
26.858,0.0002,-0.0002,9.05,0.00016
26.878,0.0002,-0.0002,9.0698,0.00016
26.898,0.0002,-0.0002,9.0902,0.00016
26.918,0.0002,-0.0002,9.111,0.00015
26.938,0.0002,-0.0002,9.1326,0.00015
26.958,0.0002,-0.0002,9.1548,0.00015
26.978,0.0002,-0.0002,9.177,0.00016
26.998,0.0002,-0.0002,9.1986,0.00015
27.018,0.0002,-0.0002,9.2197,0.00015
27.038,0.0002,-0.0002,9.2404,0.00016
27.058,0.0002,-0.0002,9.2611,0.00015
27.078,0.0002,-0.0002,9.2818,0.00016
27.098,0.0002,-0.0002,9.3021,0.00016
27.118,0.0002,-0.0002,9.3214,0.00016
27.138,0.0002,-0.0002,9.3395,0.00015
27.158,0.0002,-0.0002,9.3568,0.00015
27.178,0.0002,-0.0002,9.3742,0.00016
27.198,0.0002,-0.0002,9.3919,0.00015
27.218,0.0002,-0.0002,9.4103,0.00013
27.238,0.0002,-0.0002,9.4296,0.00014
27.258,0.0002,-0.0002,9.4497,0.00014
27.278,0.0002,-0.0002,9.4705,0.00015
27.298,0.0002,-0.0002,9.4921,0.00015
27.318,0.0002,-0.0002,9.5148,0.00015
27.338,0.0002,-0.0002,9.5374,0.00016
27.358,0.0002,-0.0002,9.5595,0.00017
27.378,0.0002,-0.0002,9.5813,0.00015
27.398,0.0002,-0.0002,9.6026,0.00015
27.418,0.0002,-0.0002,9.6233,0.00015
27.438,0.0002,-0.0002,9.644,0.00015
27.458,0.0002,-0.0002,9.6645,0.00015
27.478,0.0002,-0.0002,9.6842,0.00015
27.498,0.0002,-0.0002,9.7033,0.00014
27.518,0.0002,-0.0002,9.7217,0.00015
27.538,0.0002,-0.0002,9.7389,0.00014
27.558,0.0002,-0.0002,9.7556,0.00014
27.578,0.0002,-0.0002,9.7739,0.00014
27.598,0.0002,-0.0002,9.7937,0.00013
27.618,0.0002,-0.0002,9.8134,0.00014
27.638,0.0002,-0.0002,9.8328,0.00015
27.658,0.0002,-0.0002,9.8526,0.00016
27.678,0.0002,-0.0002,9.8735,0.00015
27.698,0.0002,-0.0002,9.8954,0.00015
27.718,0.0002,-0.0002,9.917,0.00015
27.738,0.0002,-0.0002,9.9382,0.00015
27.758,0.0002,-0.0002,9.9592,0.00014
27.778,0.0002,-0.0002,9.9802,0.00015
27.798,0.0002,-0.0002,9.9993,0.00014
27.818,0.0002,-0.0002,10.0093,0.00011
27.838,0.0002,-0.0002,10.0118,0.00007
27.858,0.0002,-0.0002,10.0115,0.00005
27.878,0.0002,-0.0002,10.0109,0.00005
27.898,0.0002,-0.0002,10.0107,0.00004
27.918,0.0002,-0.0002,10.0106,0.00003
27.938,0.0002,-0.0002,10.0107,0.00003
27.942,0.0002,-0.0002,10.0107,0.00003
27.943,0.0002,-0.0002,10.0107,0.00003
35.26,0.0002,-0.0002,0,-0.00042
35.28,0.0002,-0.0002,0,-0.00042
35.3,0.0002,-0.0002,0,-0.00042
35.32,0.0002,-0.0002,0,-0.00042
35.34,0.0002,-0.0002,0,-0.00042
35.36,0.0002,-0.0002,0,-0.00042
35.38,0.0002,-0.0002,0,-0.00043
35.4,0.0002,-0.0002,0.0001,-0.00042
35.42,0.0002,-0.0002,0.0012,-0.00042
35.44,0.0002,-0.0002,0.0101,-0.00042
35.46,0.0002,-0.0002,0.0297,-0.00039
